1347392075,0,1,"Protoss",200,"Protoss Probe",3808,3856,50,0,5
1347392075,0,0,"Terran",200,"Terran SCV",288,3856,50,0,5
1347392075,15,1,"Protoss",250,"Protoss Probe",3808,3856,106,0,6
1347392075,18,0,"Terran",250,"Terran SCV",288,3856,106,0,6
1347392075,28,1,"Protoss",300,"Protoss Probe",3808,3856,178,0,7
1347392075,31,0,"Terran",300,"Terran SCV",288,3856,178,0,7
1347392075,40,1,"Protoss",350,"Protoss Probe",3808,3856,266,0,8
1347392075,43,0,"Terran",350,"Terran SCV",288,3856,258,0,8
1347392075,53,1,"Protoss",400,"Protoss Probe",3808,3856,354,0,9
1347392075,56,0,"Terran",400,"Terran SCV",288,3856,346,0,9
1347392075,59,1,"Protoss",400,"Protoss Pylon",3712,3840,394,0,9
1347392075,63,0,"Terran",400,"Terran Supply Depot",48,3584,402,0,9
1347392075,69,0,"Terran",450,"Terran SCV",288,3856,450,0,10
1347392075,80,1,"Protoss",450,"Protoss Probe",3808,3856,610,0,10
1347392075,84,1,"Protoss",450,"Protoss Gateway",3616,3824,642,0,10
1347392075,88,0,"Terran",500,"Terran SCV",288,3856,594,0,11
1347392075,93,0,"Terran",500,"Terran Barracks",384,3344,642,0,11
1347392075,93,1,"Protoss",500,"Protoss Probe",3808,3856,738,0,11
1347392075,95,1,"Protoss",500,"Protoss Assimilator",3808,4032,738,0,11
1347392075,100,0,"Terran",550,"Terran SCV",288,3856,706,0,12
1347392075,106,1,"Protoss",550,"Protoss Probe",3808,3856,842,0,12
1347392075,106,0,"Terran",550,"Terran Refinery",288,3680,754,0,12
1347392075,113,0,"Terran",600,"Terran SCV",288,3856,818,0,13
1347392075,118,1,"Protoss",600,"Protoss Probe",3808,3856,978,0,13
1347392075,126,0,"Terran",650,"Terran SCV",288,3856,930,0,14
1347392075,126,1,"Protoss",600,"Protoss Cybernetics Core",3664,3936,1058,0,13
1347392075,131,1,"Protoss",650,"Protoss Probe",3808,3856,1090,16,14
1347392075,138,0,"Terran",700,"Terran SCV",288,3856,1058,24,15
1347392075,141,1,"Protoss",650,"Protoss Pylon",4064,4000,1170,64,14
1347392075,143,1,"Protoss",700,"Protoss Probe",3808,3856,1210,80,15
1347392075,151,0,"Terran",750,"Terran SCV",288,3856,1170,88,16
1347392075,156,0,"Terran",750,"Terran Factory",480,3536,1218,112,16
1347392075,156,1,"Protoss",750,"Protoss Probe",3808,3856,1314,136,16
1347392075,163,0,"Terran",750,"Terran Supply Depot",432,3968,1290,152,16
1347392075,165,0,"Terran",800,"Terran SCV",288,3856,1314,160,17
1347392075,175,1,"Protoss",800,"Protoss Dragoon",3616,3824,1538,224,16
1347392075,178,0,"Terran",850,"Terran SCV",288,3856,1434,224,18
1347392075,179,1,"Protoss",800,"Protoss Probe",3808,3856,1586,248,17
1347392075,189,0,"Terran",850,"Terran Factory",544,3632,1578,280,18
1347392075,189,1,"Protoss",800,"Protoss Pylon",3680,3584,1714,296,17
1347392075,192,1,"Protoss",850,"Protoss Probe",3808,3856,1738,304,18
1347392075,200,0,"Terran",900,"Terran SCV",288,3856,1674,336,19
1347392075,206,1,"Protoss",1150,"Protoss Dragoon",3616,3824,1914,376,18
1347392075,207,0,"Terran",900,"Terran Machine Shop",576,3552,1762,376,19
1347392075,211,0,"Terran",900,"Terran Marine",384,3344,1810,400,19
1347392075,212,0,"Terran",950,"Terran SCV",288,3856,1826,400,20
1347392075,216,1,"Protoss",1150,"Protoss Gateway",3616,3728,2042,416,18
1347392075,221,1,"Protoss",1150,"Protoss Probe",3808,3856,2106,448,19
1347392075,222,0,"Terran",950,"Terran Supply Depot",144,3584,1962,456,20
1347392075,225,0,"Terran",1000,"Terran SCV",288,3856,1986,472,21
1347392075,226,1,"Protoss",1150,"Protoss Pylon",3936,3584,2170,464,19
1347392075,226,0,"Terran",1050,"Terran Marine",384,3344,1994,480,21
1347392075,234,1,"Protoss",1200,"Protoss Probe",3808,3856,2258,504,20
1347392075,236,0,"Terran",1050,"Terran Siege Tank Tank Mode",480,3536,2146,528,21
1347392075,239,1,"Protoss",1450,"Protoss Dragoon",3616,3824,2330,528,20
1347392075,242,0,"Terran",1150,"Terran Machine Shop",640,3648,2218,560,21
1347392075,244,0,"Terran",1150,"Terran Marine",384,3344,2226,568,21
1347392075,248,1,"Protoss",1500,"Protoss Probe",3808,3856,2442,568,21
1347392075,257,1,"Protoss",1500,"Protoss Dragoon",3616,3728,2602,616,21
1347392075,259,0,"Terran",1200,"Terran Marine",384,3344,2458,648,21
1347392075,259,0,"Terran",1200,"Terran SCV",288,3856,2458,648,22
1347392075,260,1,"Protoss",1550,"Protoss Probe",3808,3856,2634,632,22
1347392075,267,1,"Protoss",1550,"Protoss Pylon",3840,3456,2738,664,22
1347392075,270,1,"Protoss",1800,"Protoss Dragoon",3616,3824,2794,672,22
1347392075,273,0,"Terran",1600,"Terran Vulture",480,3536,2658,720,22
1347392075,275,0,"Terran",1650,"Terran Vulture",544,3632,2706,728,22
1347392075,288,1,"Protoss",2100,"Protoss Dragoon",3616,3728,3058,760,22
1347392075,292,0,"Terran",1725,"Terran Vulture",480,3536,2930,816,21
1347392075,294,0,"Terran",1800,"Terran Vulture",544,3632,2962,832,21
1347392075,299,1,"Protoss",2100,"Protoss Probe",3808,3856,3202,808,23
1347392075,299,0,"Terran",1800,"Terran Supply Depot",560,3968,3018,856,21
1347392075,301,1,"Protoss",2350,"Protoss Dragoon",3616,3824,3226,824,23
